País,Precio,Tipo
Spain,18.0,Tempranillo Blend
Spain,19.0,Red Blend
Spain,16.0,Albariño
Spain,13.0,Rosado
Spain,120.0,Tempranillo Blend
Spain,10.0,Tempranillo
Spain,40.0,Tempranillo
Spain,95.0,Tempranillo
Spain,24.0,Tempranillo Blend
Spain,34.0,Sherry
Spain,30.0,Sparkling Blend
Spain,8.0,Garnacha
Spain,10.0,Red Blend
Spain,13.0,Red Blend
Spain,10.0,Red Blend
Spain,11.0,Tempranillo-Cabernet Sauvignon
Spain,25.0,Red Blend
Spain,24.0,Red Blend
Spain,18.0,Tempranillo Blend
Spain,25.0,Sparkling Blend
Spain,12.0,Tempranillo
Spain,24.0,Trepat
Spain,125.0,Tempranillo
Spain,37.0,Tempranillo
Spain,46.0,Tempranillo
Spain,25.0,Sparkling Blend
Spain,13.0,Tempranillo
Spain,25.0,Tempranillo
Spain,23.0,Tempranillo
Spain,23.0,Tempranillo
Spain,770.0,Carignan
Spain,15.0,Rosado
Spain,16.0,Sherry
Spain,32.0,Cabernet Franc
Spain,19.0,Sparkling Blend
Spain,40.0,Pedro Ximénez
Spain,46.0,Tempranillo
Spain,25.0,Tinta de Toro
Spain,50.0,Tempranillo
Spain,44.0,Tempranillo Blend
Spain,80.0,Tinta de Toro
Spain,18.0,Red Blend
Spain,10.0,Tempranillo
Spain,10.0,Tempranillo
Spain,12.0,Tinta de Toro
Spain,13.0,Rosado
Spain,18.0,Albariño
Spain,23.0,Tempranillo
Spain,29.0,Hondarrabi Zuri
Spain,40.0,Tempranillo
Spain,15.0,Tempranillo Blend
Spain,13.0,Tempranillo
Spain,14.0,Tempranillo Blend
Spain,23.0,Verdejo
Spain,28.0,Tempranillo
Spain,80.0,Tinta de Toro
Spain,59.0,Tempranillo
Spain,60.0,Tempranillo Blend
Spain,20.0,Tempranillo
Spain,30.0,Tempranillo Blend
Spain,24.0,Tempranillo
Spain,11.0,Tempranillo
Spain,10.0,Rosado
Spain,30.0,Tempranillo
Spain,33.0,Tempranillo
Spain,73.0,Tempranillo
Spain,20.0,Garnacha
Spain,20.0,Tempranillo Blend
Spain,65.0,Tinto Fino
Spain,17.0,Albariño
Spain,70.0,Tempranillo
Spain,12.0,Tempranillo
Spain,15.0,Tempranillo Blend
Spain,14.0,Godello
Spain,80.0,Tempranillo-Cabernet Sauvignon
Spain,70.0,Godello
Spain,24.0,Syrah
Spain,26.0,White Blend
Spain,18.0,Albariño
Spain,16.0,Tempranillo
Spain,23.0,Red Blend
Spain,52.0,Red Blend
Spain,13.0,Tempranillo
Spain,80.0,Garnacha
Spain,105.0,Carignan
Spain,58.0,Tempranillo Blend
Spain,10.0,Monastrell
Spain,8.0,Garnacha Blanca
Spain,70.0,Godello
Spain,19.0,Red Blend
Spain,20.0,Carignan
Spain,24.0,Syrah
Spain,20.0,Albariño
Spain,28.0,Tempranillo
Spain,25.0,Tempranillo
Spain,24.0,Mencía
Spain,21.0,Mencía
Spain,25.0,Hondarrabi Zuri
Spain,16.0,Garnacha
Spain,22.0,Mencía
Spain,24.0,Godello
Spain,30.0,Garnacha
Spain,20.0,Tempranillo
Spain,8.0,Tempranillo
Spain,10.0,Tempranillo
Spain,15.0,Tempranillo Blend
Spain,13.0,Rosé
Spain,21.0,Mencía
Spain,50.0,Tempranillo Blend
Spain,20.0,Albariño
Spain,14.0,Tempranillo
Spain,10.0,Tempranillo Blend
Spain,38.0,Trepat
Spain,38.0,Sparkling Blend
Spain,28.0,Tempranillo
Spain,25.0,Hondarrabi Zuri
Spain,17.0,Tempranillo Blend
Spain,27.0,Red Blend
Spain,15.0,Tempranillo
Spain,10.0,Tempranillo
Spain,50.0,Red Blend
Spain,55.0,White Blend
Spain,27.0,Tempranillo Blend
Spain,23.0,Tempranillo
Spain,46.0,Sparkling Blend
Spain,20.0,Verdejo
Spain,18.0,Red Blend
Spain,16.0,Tempranillo Blend
Spain,17.0,Monastrell
Spain,12.0,Verdejo
Spain,12.0,Rosado
Spain,25.0,Hondarrabi Zuri
Spain,17.0,Tempranillo Blend
Spain,27.0,Red Blend
Spain,23.0,Tempranillo
Spain,15.0,Tempranillo Blend
Spain,8.0,Tempranillo
Spain,22.0,Red Blend
Spain,10.0,Tempranillo Blend
Spain,99.0,Carignan
Spain,40.0,Mencía
Spain,32.0,Tempranillo
Spain,19.0,Mencía
Spain,13.0,Mencía
Spain,40.0,Tinta de Toro
Spain,30.0,Tempranillo Blend
Spain,35.0,Tempranillo
Spain,9.0,Red Blend
Spain,23.0,Tempranillo Blend
Spain,14.0,Godello
Spain,16.0,Tempranillo
Spain,12.0,Sherry
Spain,9.0,Monastrell
Spain,9.0,Monastrell
Spain,27.0,Garnacha Blanca
Spain,17.0,Verdejo
Spain,18.0,Tempranillo
Spain,99.0,Carignan
Spain,22.0,Sparkling Blend
Spain,20.0,Rosado
Spain,9.0,Tempranillo
Spain,8.0,Tempranillo
Spain,9.0,Rosado
Spain,19.0,Albariño
Spain,23.0,Sparkling Blend
Spain,30.0,Grenache Blanc
Spain,20.0,Albariño
Spain,21.0,Hondarrabi Zuri
Spain,29.0,Tempranillo
Spain,24.0,Red Blend
Spain,20.0,Godello
Spain,85.0,Tinto Fino
Spain,9.0,Rosado
Spain,21.0,Tempranillo Blend
Spain,14.0,Rosé
Spain,19.0,Red Blend
Spain,30.0,Red Blend
Spain,36.0,Sparkling Blend
Spain,30.0,Sherry
Spain,17.0,Tempranillo
Spain,20.0,Red Blend
Spain,29.0,Tempranillo
Spain,24.0,Red Blend
Spain,20.0,White Blend
Spain,23.0,Red Blend
Spain,20.0,Verdejo
Spain,9.0,Red Blend
Spain,16.0,White Blend
Spain,14.0,Tempranillo
Spain,17.0,Tempranillo
Spain,17.0,Sparkling Blend
Spain,12.0,Tempranillo
Spain,28.0,Verdejo
Spain,14.0,Tempranillo
Spain,18.0,Albariño
Spain,8.0,Rosé
Spain,9.0,Red Blend
Spain,15.0,Rosado
Spain,15.0,Tempranillo
Spain,16.0,Monastrell
Spain,19.0,Tempranillo
Spain,110.0,Tempranillo
Spain,18.0,Tempranillo
Spain,16.0,White Blend
Spain,10.0,Tempranillo
Spain,52.0,Tinto Fino
Spain,39.0,Red Blend
Spain,25.0,Tempranillo
Spain,15.0,Viura
Spain,15.0,Tempranillo
Spain,12.0,Tempranillo-Cabernet Sauvignon
Spain,19.0,Tempranillo
Spain,13.0,Garnacha-Syrah
Spain,13.0,Tempranillo-Cabernet Sauvignon
Spain,13.0,Rosé
Spain,5.0,Tempranillo
Spain,25.0,Sparkling Blend
Spain,20.0,Tempranillo Blend
Spain,17.0,Tempranillo
Spain,28.0,Tempranillo
Spain,18.0,Xarel-lo
Spain,152.0,Tempranillo
Spain,24.0,Red Blend
Spain,18.0,Tempranillo
Spain,29.0,Tempranillo-Cabernet Sauvignon
Spain,18.0,Sparkling Blend
Spain,95.0,White Blend
Spain,10.0,Tempranillo
Spain,13.0,Tempranillo
Spain,13.0,Tempranillo Blend
Spain,11.0,Tinta de Toro
Spain,15.0,Tempranillo
Spain,22.0,Tempranillo Blend
Spain,18.0,Godello
Spain,24.0,Red Blend
Spain,18.0,Tempranillo
Spain,29.0,Tempranillo-Cabernet Sauvignon
Spain,18.0,Sparkling Blend
Spain,15.0,Tempranillo Blend
Spain,40.0,Cabernet Sauvignon
Spain,13.0,Rosado
Spain,15.0,Tempranillo Blend
Spain,16.0,Sparkling Blend
Spain,17.0,Rosado
Spain,12.0,Rosé
Spain,25.0,Sparkling Blend
Spain,25.0,Red Blend
Spain,15.0,Albariño
Spain,150.0,Tinto Fino
Spain,17.0,Mencía
Spain,22.0,Tempranillo Blend
Spain,11.0,Garnacha
Spain,30.0,Red Blend
Spain,12.0,Tempranillo
Spain,12.0,Tempranillo-Shiraz
Spain,12.0,Chardonnay-Sauvignon Blanc
Spain,30.0,Tempranillo
Spain,20.0,Red Blend
Spain,36.0,Tempranillo
Spain,16.0,Tempranillo Blend
Spain,10.0,Tempranillo
Spain,18.0,Albariño
Spain,179.0,Tinto Fino
Spain,90.0,Tempranillo
Spain,35.0,Tempranillo
Spain,13.0,Tempranillo Blend
Spain,90.0,Cabernet Blend
Spain,10.0,Tempranillo
Spain,17.0,Albariño
Spain,20.0,Tempranillo
Spain,33.0,Tinta Fina
Spain,18.0,Viura
Spain,13.0,Sauvignon Blanc
Spain,18.0,Red Blend
Spain,18.0,Tempranillo Blend
Spain,11.0,Tempranillo
Spain,14.0,Tempranillo
Spain,16.0,Sparkling Blend
Spain,90.0,Tempranillo
Spain,6.0,Verdejo
Spain,16.0,Tempranillo
Spain,18.0,Viura
Spain,24.0,Mencía
Spain,31.0,Red Blend
Spain,50.0,Graciano
Spain,15.0,Garnacha
Spain,15.0,Rosé
Spain,17.0,Grenache-Carignan
Spain,,Tempranillo
Spain,20.0,Red Blend
Spain,37.0,Tempranillo Blend
Spain,12.0,Tempranillo
Spain,15.0,Godello
Spain,10.0,Verdejo
Spain,19.0,Verdejo
Spain,22.0,Bordeaux-style Red Blend
Spain,15.0,Albariño
Spain,12.0,Viura
Spain,25.0,Tempranillo
Spain,30.0,Sparkling Blend
Spain,65.0,Carignan-Grenache
Spain,15.0,Tempranillo
Spain,15.0,Xarel-lo
Spain,48.0,Tempranillo
Spain,13.0,Garnacha
Spain,15.0,Red Blend
Spain,12.0,Bobal
Spain,25.0,Albariño
Spain,16.0,Tempranillo
Spain,25.0,Tempranillo
Spain,12.0,Garnacha-Syrah
Spain,33.0,Viura
Spain,49.0,Red Blend
Spain,9.0,Rosado
Spain,11.0,Monastrell
Spain,12.0,Tempranillo
Spain,15.0,Verdejo
Spain,14.0,Rosado
Spain,450.0,Tinto Fino
Spain,80.0,Tempranillo
Spain,195.0,Tempranillo Blend
Spain,50.0,Red Blend
Spain,48.0,Tempranillo
Spain,150.0,Sparkling Blend
Spain,50.0,Tempranillo
Spain,30.0,Red Blend
Spain,40.0,Red Blend
Spain,,Mencía
Spain,21.0,Godello
Spain,18.0,Albariño
Spain,19.0,Red Blend
Spain,12.0,Garnacha-Syrah
Spain,15.0,Tempranillo Blend
Spain,15.0,Mencía
Spain,20.0,Tempranillo
Spain,11.0,Bobal
Spain,12.0,Garnacha Blanca
Spain,24.0,Tempranillo Blend
Spain,10.0,Verdejo
Spain,13.0,Verdejo
Spain,19.0,Godello
Spain,13.0,Monastrell
Spain,16.0,Sparkling Blend
Spain,25.0,Tempranillo Blend
Spain,42.0,Sparkling Blend
Spain,500.0,Tempranillo-Cabernet Sauvignon
Spain,18.0,White Blend
Spain,11.0,Verdejo
Spain,20.0,Albariño
Spain,13.0,Tempranillo
Spain,14.0,Cabernet Sauvignon
Spain,90.0,Tinto Fino
Spain,12.0,Tempranillo Blend
Spain,42.0,Sparkling Blend
Spain,14.0,White Blend
Spain,24.0,Garnacha
Spain,13.0,Tempranillo
Spain,15.0,Viura
Spain,22.0,Albariño
Spain,18.0,Sparkling Blend
Spain,14.0,Tempranillo-Cabernet Sauvignon
Spain,16.0,Tempranillo
Spain,145.0,Tempranillo Blend
Spain,21.0,White Blend
Spain,33.0,Sparkling Blend
Spain,17.0,Garnacha Blanca
Spain,13.0,Tempranillo
Spain,13.0,Tempranillo Blend
Spain,36.0,Tempranillo
Spain,90.0,Tinto Fino
Spain,85.0,Tinta de Toro
Spain,50.0,Tinto Fino
Spain,20.0,Jaen
Spain,14.0,Bobal
Spain,25.0,Red Blend
Spain,14.0,Garnacha
Spain,17.0,Albariño
Spain,32.0,Godello
Spain,32.0,Godello
Spain,16.0,Tempranillo
Spain,11.0,Tempranillo
Spain,8.0,Garnacha
Spain,16.0,Sherry
Spain,19.0,Albariño
Spain,20.0,Sparkling Blend
Spain,70.0,Tempranillo
Spain,17.0,Albariño
Spain,14.0,Sparkling Blend
Spain,20.0,Albariño
Spain,8.0,Garnacha
Spain,9.0,Garnacha
Spain,20.0,Listán Negro
Spain,12.0,White Blend
Spain,10.0,Garnacha
Spain,23.0,Grenache Blanc
Spain,15.0,Red Blend
Spain,16.0,Albariño
Spain,350.0,Tempranillo Blend
Spain,300.0,Tempranillo
Spain,70.0,Tinta de Toro
Spain,20.0,Sparkling Blend
Spain,50.0,Tempranillo
Spain,13.0,Palomino
Spain,15.0,Sparkling Blend
Spain,19.0,Mencía
Spain,40.0,Tempranillo Blend
Spain,48.0,Tempranillo Blend
Spain,16.0,Tempranillo Blend
Spain,13.0,Tempranillo Blend
Spain,13.0,Sauvignon Blanc
Spain,16.0,Verdejo
Spain,17.0,Albariño
Spain,13.0,Tempranillo
Spain,12.0,Tempranillo
Spain,30.0,Tempranillo Blend
Spain,24.0,Albariño
Spain,11.0,Tempranillo
Spain,15.0,Red Blend
Spain,30.0,White Blend
Spain,13.0,Tempranillo Blend
Spain,13.0,Palomino
Spain,18.0,Sparkling Blend
Spain,20.0,Palomino
Spain,14.0,Garnacha
Spain,9.0,Verdejo-Viura
Spain,12.0,Viura
Spain,13.0,Tempranillo
Spain,29.0,Sparkling Blend
Spain,90.0,Red Blend
Spain,65.0,Tempranillo
Spain,55.0,Grenache-Carignan
Spain,25.0,Tempranillo Blend
Spain,16.0,Albariño
Spain,26.0,White Blend
Spain,15.0,Tinto del Pais
Spain,10.0,Tempranillo
Spain,9.0,Monastrell
Spain,13.0,Rosado
Spain,,Tempranillo
Spain,38.0,Tempranillo Blend
Spain,13.0,Tempranillo Blend
Spain,15.0,Sparkling Blend
Spain,9.0,Tempranillo
Spain,23.0,Grenache-Carignan
Spain,15.0,Tempranillo
Spain,9.0,Garnacha-Syrah
Spain,9.0,Garnacha
Spain,26.0,White Blend
Spain,10.0,Garnacha
Spain,14.0,Godello
Spain,9.0,Garnacha
Spain,12.0,White Blend
Spain,130.0,Tempranillo
Spain,50.0,Tempranillo
Spain,10.0,Cabernet Sauvignon
Spain,13.0,Sparkling Blend
Spain,10.0,Grenache
Spain,11.0,Verdejo
Spain,14.0,Viura
Spain,21.0,Tinta de Toro
Spain,30.0,Tempranillo
Spain,9.0,Garnacha-Syrah
Spain,9.0,Garnacha
Spain,11.0,Garnacha
Spain,10.0,Tempranillo
Spain,40.0,Albariño
Spain,59.0,Tempranillo
Spain,23.0,Red Blend
Spain,46.0,Red Blend
Spain,125.0,Tempranillo
Spain,33.0,Tempranillo
Spain,13.0,Verdejo
Spain,15.0,Albariño
Spain,17.0,Albariño
Spain,45.0,Godello
Spain,21.0,Macabeo
Spain,8.0,Carineña
Spain,16.0,Sauvignon Blanc
Spain,17.0,Godello
Spain,27.0,Rosado
Spain,10.0,Tempranillo Blend
Spain,150.0,Red Blend
Spain,60.0,Tempranillo
Spain,8.0,Garnacha-Tempranillo
Spain,20.0,Red Blend
Spain,13.0,Tempranillo-Cabernet Sauvignon
Spain,10.0,Verdejo
Spain,17.0,Tempranillo
Spain,11.0,Rosado
Spain,7.0,Rosé
Spain,11.0,Rosé
Spain,10.0,Tempranillo
Spain,10.0,Tempranillo
Spain,20.0,Malvasia
Spain,10.0,Sparkling Blend
Spain,10.0,Tempranillo
Spain,40.0,Tempranillo
Spain,12.0,Chardonnay
Spain,10.0,Garnacha Blend
Spain,22.0,Albariño
Spain,13.0,Palomino
Spain,25.0,Albariño
Spain,21.0,Tempranillo
Spain,13.0,Verdejo
Spain,9.0,Viura
Spain,16.0,Tempranillo Blend
Spain,20.0,Riesling
Spain,18.0,Verdejo
Spain,17.0,Garnacha Blanca
Spain,10.0,Sauvignon Blanc
Spain,14.0,Garnacha
Spain,12.0,Garnacha
Spain,20.0,Tinta de Toro
Spain,100.0,Tempranillo Blend
Spain,50.0,Red Blend
Spain,12.0,Rosé
Spain,15.0,White Blend
Spain,18.0,Red Blend
Spain,23.0,Tempranillo Blend
Spain,15.0,Tempranillo
Spain,6.0,Rosé
Spain,14.0,White Blend
Spain,10.0,Viura
Spain,11.0,Sparkling Blend
Spain,9.0,Tempranillo
Spain,10.0,Rosado
Spain,13.0,Verdejo
Spain,14.0,White Blend
Spain,11.0,Macabeo
Spain,46.0,Red Blend
Spain,18.0,Godello
Spain,15.0,Garnacha Tintorera
Spain,9.0,Garnacha
Spain,50.0,Prieto Picudo
Spain,14.0,Tempranillo
Spain,12.0,Red Blend
Spain,13.0,Bobal
Spain,21.0,Grenache
Spain,12.0,Merlot
Spain,21.0,Garnacha
Spain,22.0,Tempranillo Blanco
Spain,17.0,Tempranillo
Spain,15.0,Rosé
Spain,30.0,Tempranillo
Spain,50.0,Red Blend
Spain,55.0,Tempranillo
Spain,100.0,Tempranillo
Spain,60.0,Tempranillo
Spain,9.0,Verdejo
Spain,20.0,Hondarrabi Zuri
Spain,80.0,Tempranillo Blend
Spain,21.0,Godello
Spain,100.0,Tempranillo
Spain,22.0,Tempranillo
Spain,16.0,Verdejo
Spain,10.0,Verdejo
Spain,10.0,Verdejo
Spain,23.0,Godello
Spain,22.0,Red Blend
Spain,14.0,Moscato
Spain,14.0,Sparkling Blend
Spain,8.0,Moscato
Spain,39.0,Mencía
Spain,20.0,Godello
Spain,15.0,Premsal
Spain,14.0,Tempranillo
Spain,18.0,Garnacha
Spain,18.0,Tempranillo
Spain,7.0,Rosado
Spain,15.0,Rosado
Spain,20.0,Rosado
Spain,25.0,Tinto Fino
Spain,25.0,Tempranillo
Spain,45.0,Red Blend
Spain,20.0,Godello
Spain,15.0,Albariño
Spain,18.0,Albariño
Spain,27.0,White Blend
Spain,16.0,White Blend
Spain,12.0,White Blend
Spain,15.0,Sauvignon Blanc-Chardonnay
Spain,32.0,Grenache
Spain,17.0,Tempranillo
Spain,14.0,Sparkling Blend
Spain,25.0,Red Blend
Spain,24.0,Tempranillo
Spain,9.0,Sparkling Blend
Spain,450.0,Tinto Fino
Spain,130.0,Tinto Fino
Spain,150.0,Tinto Fino
Spain,20.0,Godello
Spain,60.0,Red Blend
Spain,7.0,Shiraz-Tempranillo
Spain,227.0,Tinta de Toro
Spain,125.0,Red Blend
Spain,351.0,Tempranillo
Spain,50.0,Red Blend
Spain,65.0,Tinta de Toro
Spain,15.0,Sauvignon Blanc-Chardonnay
Spain,24.0,Tempranillo Blanco
Spain,15.0,Chardonnay
Spain,20.0,Albariño
Spain,10.0,White Blend
Spain,25.0,Sparkling Blend
Spain,18.0,Albariño
Spain,13.0,White Blend
Spain,14.0,Chardonnay
Spain,17.0,Garnacha Blanca
Spain,14.0,Tempranillo
Spain,19.0,Xarel-lo
Spain,127.0,Tempranillo
Spain,258.0,Pedro Ximénez
Spain,90.0,Tinta de Toro
Spain,20.0,Monastrell
Spain,11.0,White Blend
Spain,12.0,Verdejo
Spain,13.0,Verdejo
Spain,15.0,Sauvignon Blanc
Spain,20.0,Albariño
Spain,20.0,Albariño
Spain,15.0,Sparkling Blend
Spain,25.0,Red Blend
Spain,140.0,Tinto Fino
Spain,40.0,Red Blend
Spain,48.0,Red Blend
Spain,14.0,Red Blend
Spain,21.0,Tempranillo
Spain,30.0,Red Blend
Spain,90.0,Tinto Fino
Spain,60.0,Tempranillo
Spain,110.0,Tempranillo
Spain,95.0,Red Blend
Spain,140.0,Tinto Fino
Spain,12.0,Sparkling Blend
Spain,31.0,Cariñena-Garnacha
Spain,25.0,Red Blend
Spain,32.0,Pedro Ximénez
Spain,30.0,Cabernet Sauvignon
Spain,150.0,Tempranillo
Spain,17.0,Albariño
Spain,9.0,Sauvignon Blanc
Spain,37.0,Tempranillo Blend
Spain,26.0,Albariño
Spain,15.0,Chardonnay
Spain,10.0,Sauvignon Blanc
Spain,11.0,Viura
Spain,14.0,Monastrell
Spain,28.0,White Blend
Spain,14.0,White Blend
Spain,12.0,Garnacha Blanca
Spain,20.0,Carignan-Grenache
Spain,69.0,Tempranillo
Spain,48.0,Mencía
Spain,135.0,Cabernet Sauvignon
Spain,35.0,Mencía
Spain,42.0,Red Blend
Spain,19.0,Red Blend
Spain,20.0,Monastrell
Spain,12.0,Red Blend
Spain,50.0,Tempranillo
Spain,125.0,Tinto Fino
Spain,70.0,Tinta de Toro
Spain,32.0,Tempranillo
Spain,79.0,Mencía
Spain,44.0,Mencía
Spain,10.0,Sauvignon Blanc
Spain,17.0,Tempranillo
Spain,14.0,Verdejo
Spain,8.0,Chardonnay
Spain,13.0,Verdejo
Spain,40.0,Tempranillo Blend
Spain,65.0,Xarel-lo
Spain,30.0,Godello
Spain,20.0,Verdejo
Spain,25.0,Tempranillo Blend
Spain,68.0,Tempranillo
Spain,50.0,Mencía
Spain,33.0,Tempranillo
Spain,16.0,Mencía
Spain,100.0,Sparkling Blend
Spain,24.0,Tempranillo
Spain,16.0,Tempranillo Blend
Spain,16.0,Tempranillo
Spain,26.0,Godello
Spain,12.0,Garnacha
Spain,33.0,Tempranillo
Spain,100.0,Sparkling Blend
Spain,16.0,Mencía
Spain,40.0,Carignan-Grenache
Spain,45.0,Red Blend
Spain,100.0,Mencía
Spain,25.0,Tempranillo
Spain,20.0,Xarel-lo
Spain,15.0,Xarel-lo
Spain,24.0,Tempranillo
Spain,19.0,Tempranillo
Spain,31.0,Cariñena-Garnacha
Spain,25.0,Tempranillo
Spain,17.0,Garnacha-Tempranillo
Spain,18.0,Bobal
Spain,18.0,Monastrell
Spain,14.0,Tempranillo
Spain,15.0,Garnacha Blanca
Spain,15.0,Red Blend
Spain,12.0,Verdejo-Viura
Spain,19.0,Red Blend
Spain,80.0,Tempranillo
Spain,100.0,Carignan
Spain,9.0,Tempranillo
Spain,22.0,Tinto del Pais
Spain,35.0,Sparkling Blend
Spain,27.0,Albariño
Spain,33.0,Tempranillo
Spain,24.0,Sherry
Spain,70.0,Red Blend
Spain,70.0,Tempranillo
Spain,19.0,Tempranillo
Spain,31.0,Cariñena-Garnacha
Spain,16.0,Red Blend
Spain,19.0,Albariño
Spain,16.0,Sparkling Blend
Spain,32.0,Tinto del Pais
Spain,97.0,Tinta de Toro
Spain,40.0,Tempranillo Blend
Spain,30.0,Tempranillo
Spain,29.0,Red Blend
Spain,10.0,Mencía
Spain,45.0,Tempranillo Blend
Spain,10.0,White Blend
Spain,23.0,Red Blend
Spain,15.0,Sparkling Blend
Spain,15.0,Tempranillo
Spain,13.0,Rosé
Spain,11.0,Monastrell
Spain,25.0,Rosé
Spain,33.0,Tempranillo
Spain,30.0,Tinto del Pais
Spain,38.0,Mencía
Spain,80.0,Red Blend
Spain,95.0,Red Blend
Spain,16.0,Red Blend
Spain,20.0,Tempranillo
Spain,10.0,White Blend
Spain,15.0,Tempranillo Blend
Spain,18.0,Xarel-lo
Spain,20.0,Garnacha
Spain,13.0,Xarel-lo
Spain,,Red Blend
Spain,69.0,Tempranillo
Spain,175.0,Palomino
Spain,22.0,Verdejo
Spain,24.0,Albariño
Spain,34.0,Tempranillo Blend
Spain,19.0,Cabernet Sauvignon-Merlot
Spain,12.0,Tempranillo
Spain,15.0,White Blend
Spain,28.0,Tempranillo
Spain,11.0,Tempranillo Blend
Spain,175.0,Palomino
Spain,38.0,Tempranillo Blend
Spain,50.0,Tempranillo
Spain,23.0,Carignan-Grenache
Spain,17.0,Tempranillo
Spain,16.0,Garnacha-Monastrell
Spain,25.0,Tempranillo
Spain,20.0,Tempranillo
Spain,62.0,Tempranillo
Spain,40.0,Red Blend
Spain,30.0,Red Blend
Spain,17.0,Tinto Fino
Spain,8.0,Rosé
Spain,20.0,Rosé
Spain,11.0,Monastrell-Syrah
Spain,8.0,Viura
Spain,20.0,Mencía
Spain,15.0,Tinto Fino
Spain,15.0,Monastrell
Spain,10.0,Tempranillo
Spain,18.0,Verdejo
Spain,18.0,Red Blend
Spain,130.0,Red Blend
Spain,,Tempranillo
Spain,19.0,Mencía
Spain,13.0,Verdejo
Spain,11.0,Tempranillo
Spain,9.0,Tempranillo
Spain,40.0,White Blend
Spain,12.0,Rosé
Spain,9.0,Monastrell
Spain,25.0,Tinta de Toro
Spain,35.0,Red Blend
Spain,26.0,Monastrell
Spain,45.0,Tempranillo
Spain,45.0,Tempranillo Blend
Spain,53.0,Tempranillo
Spain,16.0,Albariño
Spain,19.0,Mencía
Spain,23.0,Carignan-Grenache
Spain,10.0,Rosé
Spain,18.0,Tempranillo Blend
Spain,30.0,Garnacha-Cabernet
Spain,11.0,Monastrell
Spain,18.0,Tempranillo
Spain,46.0,Red Blend
Spain,40.0,Tempranillo
Spain,15.0,Tempranillo-Cabernet Sauvignon
Spain,19.0,Tempranillo
Spain,16.0,Red Blend
Spain,36.0,Tinta Fina
Spain,40.0,Maturana
Spain,12.0,Malvar
Spain,20.0,Red Blend
Spain,11.0,Malvasia
Spain,9.0,Airen
